datetime,minasrojas,militar,puertoayora,puertovillamil,puertobaccerizomoreno,eljunco,lagalapaguera,cuevadesucre,negra,crocker,rosa
2022-03-17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-03-18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-03-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-03-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-03-21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-03-22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-03-23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-03-24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-03-25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-03-26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-03-27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-03-28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-03-29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-03-30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-03-31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-04-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-04-02,1.5697,4.2829,1.6880,1.9436,2.3230,2.5560,1.9499,1.5087,2.3310,2.2352,2.3011
2022-04-03,3.2040,3.6351,1.0675,1.5154,3.6214,2.5412,1.7889,2.4345,2.6615,3.2351,2.9278
2022-04-04,2.4935,1.9881,1.3324,1.6946,2.9911,3.1829,2.1416,2.3043,2.1140,3.1411,2.6618
2022-04-05,1.8393,2.7541,1.0506,1.7112,2.4403,2.3612,1.5729,2.0401,1.9442,2.5955,2.3358
2022-04-06,2.5485,4.2743,1.4427,1.4513,3.0019,2.8130,1.9088,1.9405,2.6178,3.0915,2.9838
2022-04-07,3.4609,4.2340,1.3206,1.6661,3.8365,2.8735,1.8277,2.4240,2.5790,3.3931,3.2375
2022-04-08,3.5486,4.9942,1.3267,1.3239,3.3784,2.6638,1.6051,2.1045,3.1242,3.5398,3.4941
2022-04-09,1.4265,3.9926,1.4810,1.6034,1.5933,1.8540,1.6056,1.3717,2.0724,2.0581,1.8574
2022-04-10,1.8894,4.6618,1.6303,1.5278,2.5048,2.1485,1.5406,1.7462,2.1791,2.4014,2.5871
2022-04-11,3.4870,5.0051,1.7974,1.7331,3.9976,3.1227,1.7972,2.4201,2.5477,3.6316,3.5249
2022-04-12,3.2500,4.9565,1.7111,1.8210,3.5180,2.9390,1.7341,2.4862,3.1366,3.5010,3.4482
2022-04-13,1.9422,4.9675,1.6495,1.7931,2.6664,2.4419,1.5609,1.9699,2.5528,2.6885,2.5450
2022-04-14,3.1074,4.4721,1.5195,1.6883,3.2534,2.6591,1.6984,2.3678,2.7724,3.1730,3.1603
2022-04-15,3.7129,5.5479,1.8250,1.9330,3.0208,2.8823,1.6326,2.3679,3.0869,3.7528,3.8653
2022-04-16,2.2523,3.8605,1.4636,1.6239,2.8296,2.0755,1.4564,2.1650,2.2479,2.5822,2.7092
2022-04-17,4.3031,2.8997,0.91147,1.6542,3.5312,2.8138,1.7002,3.0495,3.2277,3.7816,2.8941
2022-04-18,4.0857,3.8402,1.2259,1.9434,3.4438,3.1921,1.5824,3.0697,3.1665,3.7461,2.7455
2022-04-19,2.6815,4.8430,1.9417,1.9189,2.1847,2.2410,1.4649,2.0886,2.0866,2.8907,2.4687
2022-04-20,2.0607,2.5288,1.1994,1.4102,2.3446,1.9387,1.3036,1.8096,1.4768,2.2564,2.5071
2022-04-21,4.5567,4.1172,0.96914,1.5056,4.3541,2.9611,1.4554,2.6915,2.3442,3.8181,3.1711
2022-04-22,3.3389,3.9663,1.9135,1.8076,2.0649,2.8880,1.3438,1.4785,2.3117,3.1319,3.5097
2022-04-23,1.7540,4.4836,1.6777,1.9889,1.8367,1.9490,1.5258,1.3767,1.5624,2.0515,2.5192
2022-04-24,2.8016,3.5004,1.0925,1.3517,3.0141,2.2790,1.2420,2.3489,1.7822,2.7091,2.8342
2022-04-25,4.0676,4.9331,1.2809,1.4111,2.8150,2.8458,1.4204,2.4353,2.5956,3.4984,3.5751
2022-04-26,2.8453,3.7819,1.0295,1.4524,3.5721,2.4731,1.4456,2.5326,1.5564,2.9337,3.0134
2022-04-27,1.7554,4.5722,1.3454,1.6327,2.6253,1.9967,1.4241,1.7482,0.93139,1.9277,2.7038
2022-04-28,2.1116,3.4964,1.2035,1.2669,3.2274,2.0747,1.4115,2.0965,1.1592,2.1614,2.6133
2022-04-29,2.6143,4.2437,1.0692,1.4207,3.8487,2.2504,1.3770,2.3072,1.6084,2.5512,3.0382
2022-04-30,4.2917,4.1654,1.1554,1.3872,4.4659,2.8383,1.6566,2.8847,2.1693,3.5353,3.3428
2022-05-01,3.9403,4.2945,1.0956,1.3700,4.3174,2.8246,1.6927,2.9926,2.2092,3.5167,3.4612
2022-05-02,1.9644,4.3935,1.7193,1.8240,2.9546,2.3057,1.4504,1.8275,2.0412,2.4161,2.8754
2022-05-03,1.3224,2.4551,1.5958,1.9115,2.7425,1.7230,1.6963,1.9170,1.1792,1.5536,2.0779
2022-05-04,3.5013,1.6763,1.6295,2.0787,4.0359,2.7309,2.4185,3.0163,1.5139,3.1425,2.0502
2022-05-05,4.1100,3.8709,1.1426,1.5215,3.3527,2.8490,1.6926,2.5337,2.4531,3.5093,2.5812
2022-05-06,2.8295,4.8186,1.7357,1.7613,2.5631,2.5430,1.3203,2.1213,2.1915,2.8604,3.0164
2022-05-07,1.4786,4.1118,1.7393,1.6160,2.2343,2.1497,1.7359,1.5654,1.3809,2.0647,2.4552
2022-05-08,4.5455,5.8526,1.5845,1.6755,5.4865,3.4348,1.6946,2.7286,2.5404,4.0313,4.3622
2022-05-09,3.6051,3.2281,1.1807,1.6913,3.8192,3.1680,2.1271,2.9570,1.9755,3.4252,3.0725
2022-05-10,2.0799,3.2946,1.3644,1.6009,3.6795,2.6557,1.8559,2.4311,1.2739,2.5415,2.6458
2022-05-11,2.0859,3.7106,1.6196,1.8643,3.6801,2.6299,1.7883,2.5662,1.1606,2.7183,2.9583
2022-05-12,3.0753,4.4048,1.2531,1.8622,4.5944,3.1877,2.0667,2.9628,1.5473,3.3557,3.5281
2022-05-13,2.8669,2.7743,1.1974,1.7500,4.0063,2.9865,2.0252,2.8480,1.5240,3.0221,2.9341
2022-05-14,1.7477,4.4513,1.2806,1.4756,3.6318,2.2451,1.5543,2.1157,0.84836,1.8737,2.6404
2022-05-15,1.8240,3.7175,1.1047,1.6202,3.9487,2.4090,1.7614,2.5516,0.81957,2.1918,2.9082
2022-05-16,2.9818,3.0390,1.2467,1.9541,3.8954,2.9216,2.0091,2.9724,1.2833,2.9716,2.8360
2022-05-17,1.8717,2.7943,1.1402,1.6292,3.6054,2.0589,1.5523,2.3168,0.81957,1.9576,2.4954
2022-05-18,3.4397,2.3876,1.2048,1.8787,3.5585,2.6957,1.7435,2.8235,1.4549,3.2472,2.6345
2022-05-19,4.5181,2.7556,1.0772,1.8405,4.0586,3.2241,1.8445,3.0761,1.9746,3.9560,3.0283
2022-05-20,4.8450,4.0253,1.5761,1.8989,3.7596,3.9786,2.4145,3.3309,3.0636,4.6136,3.7684
2022-05-21,2.1508,5.3292,2.0874,2.2548,3.0319,2.9018,1.9145,2.3921,2.5417,3.1853,3.0683
2022-05-22,1.6217,4.4298,1.6605,1.8538,3.8280,2.8478,1.8381,2.0408,2.5727,2.7048,2.9587
2022-05-23,3.5293,4.6828,1.3158,1.6190,4.3988,3.3918,2.3782,2.6949,2.4665,3.4881,3.3496
2022-05-24,5.0054,4.3104,1.8019,2.3767,4.6474,4.0187,2.9852,3.4937,2.8063,4.6151,3.9015
2022-05-25,3.9324,4.0509,1.6566,1.9851,4.0342,3.3912,2.4155,2.9882,2.0281,3.8073,3.4528
2022-05-26,2.6158,4.5662,2.0505,2.0931,3.9293,3.1572,2.3130,2.6077,1.8788,3.3079,3.3768
2022-05-27,4.7163,5.2810,1.5421,2.1458,4.2901,3.7664,2.4927,3.3424,2.6438,4.5252,3.8793
2022-05-28,4.5648,3.3367,1.8557,2.3515,3.9460,3.7099,2.6460,3.1039,2.3685,4.2644,3.2724
2022-05-29,3.0333,3.9356,1.3585,1.7772,3.9444,3.0473,1.9792,2.7349,1.7604,3.1971,2.9397
2022-05-30,3.9789,3.7042,1.1863,2.0835,3.6299,3.1055,1.7813,2.5516,2.3797,3.6168,2.7886
2022-05-31,5.5937,5.0426,2.4211,2.5239,5.5034,4.2633,2.9818,3.7534,2.9673,5.0219,4.1217
2022-06-01,5.1986,3.9675,2.1292,2.4367,4.5049,4.0997,2.6037,3.5943,2.7972,4.6776,3.9528
2022-06-02,4.4015,4.1139,1.8940,2.2526,4.0194,3.7512,2.5450,3.2071,2.7521,4.0874,3.3493
2022-06-03,2.1311,3.8697,1.5677,1.8786,3.9138,2.6682,1.8778,2.6217,1.2018,2.6332,2.9665
2022-06-04,2.6095,3.4824,1.5118,2.1837,3.6067,3.0274,2.1177,2.6222,1.5147,2.9377,2.9354
2022-06-05,5.2371,5.0299,2.4951,2.6412,4.9094,4.3910,3.1683,3.7304,3.1254,4.9570,4.0747
2022-06-06,5.6793,3.8565,2.3041,2.3633,4.2781,4.8026,3.2551,3.7182,3.2980,5.4539,4.1375
2022-06-07,2.2376,2.5464,1.6684,1.8776,2.6818,2.4458,2.0800,2.3051,1.5636,2.3288,1.9779
2022-06-08,2.8267,4.2126,1.6289,2.2946,3.6936,2.9188,1.9438,2.6902,1.9897,3.1741,2.9161
2022-06-09,2.5865,4.8471,2.0984,2.1257,4.0066,3.1182,2.2410,2.6436,1.6034,3.1054,3.2912
2022-06-10,1.8440,5.2296,1.9938,1.9982,3.7925,2.8100,1.7912,2.0445,1.8910,2.8603,3.1402
2022-06-11,3.6680,3.8921,1.5876,2.1688,4.2216,3.6299,2.4684,2.9561,2.2575,3.8204,3.4044
2022-06-12,4.7255,4.0442,1.2843,1.7196,3.8673,3.6987,2.3999,3.1071,3.0122,4.5150,3.4510
2022-06-13,3.2821,1.8800,1.5604,1.7944,3.2754,3.0709,2.3539,2.7854,1.5458,3.0553,2.4509
2022-06-14,2.8297,3.1598,1.5260,1.7442,3.3267,2.6517,2.0374,2.5235,1.6730,2.6099,2.5293
2022-06-15,4.9861,5.9480,2.0379,2.1924,5.1767,4.2858,3.0897,3.3555,3.1301,4.6701,4.2089
2022-06-16,3.8253,4.6434,2.3537,2.1873,4.4948,3.6493,2.6827,3.0967,2.2524,3.9844,3.8301
2022-06-17,4.9762,5.6274,2.9172,2.4787,4.7830,4.1728,3.1638,3.3380,3.2505,4.6951,4.0733
2022-06-18,4.2411,5.3289,2.6443,2.5683,4.6879,3.8508,2.6937,3.2441,2.4687,4.0996,3.9685
2022-06-19,4.8368,5.4644,2.7436,2.5478,4.7765,4.0693,2.7894,3.2885,3.2562,4.6516,4.2132
2022-06-20,5.8330,5.5072,2.0780,2.1027,5.1240,4.5264,3.1950,3.5797,3.8477,5.2532,4.3176
2022-06-21,4.3890,3.8515,1.7585,2.0953,4.0426,3.6662,2.5335,3.0933,3.0949,4.1561,3.3224
2022-06-22,4.0450,4.2601,2.0620,2.3727,4.0693,3.5015,2.6678,3.1462,2.4965,3.9100,3.2419
2022-06-23,3.3969,3.7290,1.3278,1.9435,4.3083,3.4011,2.3147,3.1111,1.3428,3.5012,3.3371
2022-06-24,4.9155,4.9507,1.9648,2.3350,5.3470,4.2993,3.0865,3.8116,2.3522,4.6088,4.2000
2022-06-25,4.7941,4.3024,2.2822,2.1553,4.4228,3.9346,2.8206,3.5248,3.2427,4.5173,3.6577
2022-06-26,4.4325,3.5306,1.8521,2.0896,4.0887,3.4751,2.4134,3.1589,2.1933,4.0802,3.2805
2022-06-27,4.6372,5.2561,1.9139,1.5194,4.3463,3.7740,2.2678,3.1077,3.2606,4.3156,3.7199
2022-06-28,4.4027,5.9188,1.9367,2.0089,4.9217,3.9695,2.3856,2.9928,3.4312,4.4255,4.2542
2022-06-29,3.5020,5.3899,2.8050,2.3760,4.5572,3.9243,2.8712,2.6299,3.1999,3.9018,3.8909
2022-06-30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-07-31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-08-31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-09-30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2022-10-24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
